Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#49 - 1ZKKD	specific	214614	39	156	3.60586e-28	103.568	smart00317	SET	 - 	cl02566
Q#54 - 2AZMA	superfamily	320726	12	86	4.37106e-09	51.7946	cl00038	BRCT superfamily	 - 	 - 
Q#55 - 2AZMB	superfamily	320726	12	86	4.37106e-09	51.7946	cl00038	BRCT superfamily	 - 	 - 
Q#58 - 2B2TA	specific	237991	48	97	2.65121e-10	53.8071	cd00024	CHROMO	 - 	cl17459
Q#58 - 2B2TA	specific	306815	131	185	4.16552e-10	53.4101	pfam00385	Chromo	 - 	cl17459
Q#59 - 2B2TB	specific	237991	48	97	2.65121e-10	53.8071	cd00024	CHROMO	 - 	cl17459
Q#59 - 2B2TB	specific	306815	131	185	4.16552e-10	53.4101	pfam00385	Chromo	 - 	cl17459
Q#60 - 2B2TC	specific	237991	48	97	4.76413e-10	52.2663	cd00024	CHROMO	 - 	cl17459
Q#61 - 2B2TD	superfamily	329044	1	19	0.0086082	30.2581	cl23735	H4 superfamily	C	 - 
Q#62 - 2B2UA	specific	237991	48	97	8.52262e-11	55.3479	cd00024	CHROMO	 - 	cl17459
Q#62 - 2B2UA	specific	306815	131	185	1.30778e-10	54.9509	pfam00385	Chromo	 - 	cl17459
Q#63 - 2B2UB	specific	237991	48	97	8.52262e-11	55.3479	cd00024	CHROMO	 - 	cl17459
Q#63 - 2B2UB	specific	306815	131	185	1.30778e-10	54.9509	pfam00385	Chromo	 - 	cl17459
Q#64 - 2B2UC	specific	237991	48	97	1.13019e-10	53.8071	cd00024	CHROMO	 - 	cl17459
Q#66 - 2B2VA	specific	237991	48	97	8.52262e-11	55.3479	cd00024	CHROMO	 - 	cl17459
Q#66 - 2B2VA	specific	306815	131	185	1.30778e-10	54.9509	pfam00385	Chromo	 - 	cl17459
Q#67 - 2B2VB	specific	237991	48	97	8.52262e-11	55.3479	cd00024	CHROMO	 - 	cl17459
Q#67 - 2B2VB	specific	306815	131	185	1.30778e-10	54.9509	pfam00385	Chromo	 - 	cl17459
Q#68 - 2B2VC	specific	237991	48	97	1.13019e-10	53.8071	cd00024	CHROMO	 - 	cl17459
Q#70 - 2B2WA	specific	237991	48	97	8.52262e-11	55.3479	cd00024	CHROMO	 - 	cl17459
Q#70 - 2B2WA	specific	306815	131	185	1.30778e-10	54.9509	pfam00385	Chromo	 - 	cl17459
Q#71 - 2B2WB	specific	237991	48	97	8.52262e-11	55.3479	cd00024	CHROMO	 - 	cl17459
Q#71 - 2B2WB	specific	306815	131	185	1.30778e-10	54.9509	pfam00385	Chromo	 - 	cl17459
Q#72 - 2B2WC	specific	237991	48	97	1.13019e-10	53.8071	cd00024	CHROMO	 - 	cl17459
Q#73 - 2B2WD	superfamily	329044	1	19	0.00161786	32.1841	cl23735	H4 superfamily	C	 - 
Q#74 - 2C1JA	specific	206758	15	243	1.09807e-170	474.557	cd10022	14-3-3_beta_zeta	 - 	cl02098
Q#75 - 2C1JB	specific	206758	15	243	1.09807e-170	474.557	cd10022	14-3-3_beta_zeta	 - 	cl02098
Q#78 - 2C1NA	specific	206758	15	243	1.09807e-170	474.557	cd10022	14-3-3_beta_zeta	 - 	cl02098
Q#79 - 2C1NB	specific	206758	15	243	1.09807e-170	474.557	cd10022	14-3-3_beta_zeta	 - 	cl02098
Q#82 - 2CNXA	specific	238121	18	312	1.65489e-101	303.487	cd00200	WD40	 - 	cl25539
Q#84 - 2CO0A	specific	238121	18	312	9.79579e-101	301.561	cd00200	WD40	 - 	cl25539
Q#86 - 2CO0C	specific	238121	18	312	1.65489e-101	303.487	cd00200	WD40	 - 	cl25539
Q#88 - 2D31A	specific	278555	1	179	5.25091e-121	347.458	pfam00129	MHC_I	 - 	cl08246
Q#88 - 2D31A	specific	143322	183	274	1.66792e-42	143.582	cd07698	IgC_MHC_I_alpha3	 - 	cl11960
Q#89 - 2D31B	specific	143247	5	97	8.01979e-57	173.821	cd05770	IgC_beta2m	 - 	cl11960
Q#91 - 2D31D	specific	278555	1	179	5.25091e-121	347.458	pfam00129	MHC_I	 - 	cl08246
Q#91 - 2D31D	specific	143322	183	274	1.66792e-42	143.582	cd07698	IgC_MHC_I_alpha3	 - 	cl11960
Q#92 - 2D31E	specific	143247	5	97	8.01979e-57	173.821	cd05770	IgC_beta2m	 - 	cl11960
Q#95 - 2DEWX	specific	308607	294	668	0	710.506	pfam03068	PAD	 - 	cl09549
Q#95 - 2DEWX	specific	312137	121	280	7.62032e-92	285.154	pfam08527	PAD_M	 - 	cl07230
Q#95 - 2DEWX	specific	259876	15	120	2.64137e-53	180.266	cd04214	PAD_N	 - 	cl19115
Q#97 - 2DEXX	specific	308607	294	668	0	710.506	pfam03068	PAD	 - 	cl09549
Q#97 - 2DEXX	specific	312137	121	280	7.62032e-92	285.154	pfam08527	PAD_M	 - 	cl07230
Q#97 - 2DEXX	specific	259876	15	120	2.64137e-53	180.266	cd04214	PAD_N	 - 	cl19115
Q#99 - 2DEYX	specific	308607	294	668	0	710.506	pfam03068	PAD	 - 	cl09549
Q#99 - 2DEYX	specific	312137	121	280	7.62032e-92	285.154	pfam08527	PAD_M	 - 	cl07230
Q#99 - 2DEYX	specific	259876	15	120	2.64137e-53	180.266	cd04214	PAD_N	 - 	cl19115
Q#100 - 2DVQA	specific	99929	2	107	1.04711e-71	213.052	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#101 - 2DVQB	specific	99929	2	107	1.04711e-71	213.052	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#102 - 2DVQC	specific	99929	2	107	1.04711e-71	213.052	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#105 - 2DVRA	specific	99929	2	107	1.04711e-71	213.052	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#106 - 2DVRB	specific	99929	2	107	1.04711e-71	213.052	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#107 - 2DVRC	specific	99929	2	107	1.04711e-71	213.052	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#110 - 2DVSA	specific	99929	2	107	1.04711e-71	213.052	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#111 - 2DVSB	specific	99929	2	107	1.04711e-71	213.052	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#112 - 2DVSC	specific	99929	2	107	1.04711e-71	213.052	cd05497	Bromo_Brdt_I_like	 - 	cl02556
Q#115 - 2DYPA	specific	278555	2	180	7.08322e-121	347.073	pfam00129	MHC_I	 - 	cl08246
Q#115 - 2DYPA	specific	143322	184	275	1.35461e-42	143.582	cd07698	IgC_MHC_I_alpha3	 - 	cl11960
Q#116 - 2DYPB	specific	143247	5	97	8.01979e-57	173.821	cd05770	IgC_beta2m	 - 	cl11960
Q#118 - 2DYPD	specific	319306	4	95	1.53437e-37	127.939	cd05751	Ig1_LILR_KIR_like	 - 	cl11960
Q#118 - 2DYPD	superfamily	325142	100	195	7.06404e-32	113.303	cl11960	Ig superfamily	 - 	 - 
Q#119 - 2DZEA	specific	227466	1	161	7.36304e-99	289.974	COG5137	COG5137	C	cl22451
Q#120 - 2DZEB	specific	227466	1	161	7.36304e-99	289.974	COG5137	COG5137	C	cl22451
Q#122 - 2E3KA	specific	99930	6	107	1.50868e-66	199.042	cd05498	Bromo_Brdt_II_like	 - 	cl02556
Q#123 - 2E3KB	specific	99930	6	107	1.50868e-66	199.042	cd05498	Bromo_Brdt_II_like	 - 	cl02556
Q#124 - 2E3KC	specific	99930	6	107	1.50868e-66	199.042	cd05498	Bromo_Brdt_II_like	 - 	cl02556
Q#125 - 2E3KD	specific	99930	6	107	1.50868e-66	199.042	cd05498	Bromo_Brdt_II_like	 - 	cl02556
Q#128 - 2F6JA	specific	99941	72	172	1.31469e-52	166.191	cd05509	Bromo_gcn5_like	 - 	cl02556
Q#128 - 2F6JA	specific	277035	10	56	8.05668e-29	103.58	cd15560	PHD2_3_BPTF	 - 	cl22851
Q#129 - 2F6JB	specific	99941	72	172	1.31469e-52	166.191	cd05509	Bromo_gcn5_like	 - 	cl02556
Q#129 - 2F6JB	specific	277035	10	56	8.05668e-29	103.58	cd15560	PHD2_3_BPTF	 - 	cl22851
Q#130 - 2F6JC	specific	99941	72	172	1.31469e-52	166.191	cd05509	Bromo_gcn5_like	 - 	cl02556
Q#130 - 2F6JC	specific	277035	10	56	8.05668e-29	103.58	cd15560	PHD2_3_BPTF	 - 	cl22851
Q#132 - 2FSAA	specific	99941	72	172	1.31469e-52	166.191	cd05509	Bromo_gcn5_like	 - 	cl02556
Q#132 - 2FSAA	specific	277035	10	56	8.05668e-29	103.58	cd15560	PHD2_3_BPTF	 - 	cl22851
Q#133 - 2FSAB	specific	99941	72	172	1.31469e-52	166.191	cd05509	Bromo_gcn5_like	 - 	cl02556
Q#133 - 2FSAB	specific	277035	10	56	8.05668e-29	103.58	cd15560	PHD2_3_BPTF	 - 	cl22851
Q#134 - 2FSAC	specific	99941	72	172	1.31469e-52	166.191	cd05509	Bromo_gcn5_like	 - 	cl02556
Q#134 - 2FSAC	specific	277035	10	56	8.05668e-29	103.58	cd15560	PHD2_3_BPTF	 - 	cl22851
Q#136 - 2G6QA	superfamily	331088	1	58	2.51783e-27	100.782	cl26267	ING superfamily	N	 - 
Q#138 - 2G99A	specific	238121	11	305	4.57336e-103	306.954	cd00200	WD40	 - 	cl25539
Q#139 - 2G99B	specific	238121	11	305	4.57336e-103	306.954	cd00200	WD40	 - 	cl25539
Q#142 - 2G9AA	specific	238121	14	308	7.19937e-103	306.569	cd00200	WD40	 - 	cl25539
Q#144 - 2H13A	specific	238121	20	314	3.65798e-103	307.725	cd00200	WD40	 - 	cl25539
Q#146 - 2H2GA	specific	172627	3	246	1.55077e-167	466.607	PRK14138	PRK14138	 - 	cl00195
Q#148 - 2H2HA	specific	172627	3	246	1.55077e-167	466.607	PRK14138	PRK14138	 - 	cl00195
Q#150 - 2H6KA	specific	238121	15	309	5.15841e-103	306.954	cd00200	WD40	 - 	cl25539
Q#151 - 2H6KB	specific	238121	15	309	5.15841e-103	306.954	cd00200	WD40	 - 	cl25539
Q#154 - 2H6NA	specific	238121	15	309	5.15841e-103	306.954	cd00200	WD40	 - 	cl25539
Q#155 - 2H6NB	specific	238121	15	309	5.15841e-103	306.954	cd00200	WD40	 - 	cl25539
Q#158 - 2H6QA	specific	238121	15	309	5.15841e-103	306.954	cd00200	WD40	 - 	cl25539
Q#159 - 2H6QB	specific	238121	15	309	5.15841e-103	306.954	cd00200	WD40	 - 	cl25539
Q#162 - 2H9MA	specific	238121	16	310	1.01357e-102	306.569	cd00200	WD40	 - 	cl25539
Q#164 - 2H9MC	specific	238121	16	310	1.01357e-102	306.569	cd00200	WD40	 - 	cl25539
Q#166 - 2H9NA	specific	238121	16	310	1.01357e-102	306.569	cd00200	WD40	 - 	cl25539
Q#168 - 2H9NC	specific	238121	16	310	1.01357e-102	306.569	cd00200	WD40	 - 	cl25539
Q#170 - 2H9PA	specific	238121	32	326	1.40716e-103	309.265	cd00200	WD40	 - 	cl25539
Q#172 - 2HUEA	specific	309739	8	160	2.83522e-104	299.408	pfam04729	ASF1_hist_chap	 - 	cl22451
Q#173 - 2HUEB	superfamily	329044	3	77	1.21289e-48	153.137	cl23735	H4 superfamily	N	 - 
Q#174 - 2HUEC	specific	185397	2	82	5.19428e-45	142.956	PTZ00015	PTZ00015	N	cl25876
Q#175 - 2IG0A	superfamily	321999	4	123	1.9629e-88	256.087	cl02573	TUDOR superfamily	 - 	 - 
Q#177 - 2IO5A	specific	309739	4	157	1.12664e-107	308.267	pfam04729	ASF1_hist_chap	 - 	cl22451
Q#178 - 2IO5B	specific	185400	1	135	1.9973e-87	254.444	PTZ00018	PTZ00018	 - 	cl23735
Q#179 - 2IO5C	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#180 - 2KVMA	specific	306815	14	63	4.57458e-12	56.4917	pfam00385	Chromo	 - 	cl17459
Q#182 - 2KWJA	superfamily	328929	3	59	9.35699e-32	109.39	cl22851	PHD_SF superfamily	 - 	 - 
Q#182 - 2KWJA	specific	277005	60	105	1.18934e-22	85.5131	cd15530	PHD2_d4	 - 	cl22851
Q#183 - 2KWJB	superfamily	329044	1	20	0.000964724	32.9545	cl23735	H4 superfamily	C	 - 
Q#184 - 2KWKA	superfamily	328929	3	59	9.35699e-32	109.39	cl22851	PHD_SF superfamily	 - 	 - 
Q#184 - 2KWKA	specific	277005	60	105	1.18934e-22	85.5131	cd15530	PHD2_d4	 - 	cl22851
Q#185 - 2KWKB	superfamily	329044	1	20	0.000459617	33.7249	cl23735	H4 superfamily	C	 - 
Q#186 - 2KWNA	superfamily	328929	3	59	9.35699e-32	109.39	cl22851	PHD_SF superfamily	 - 	 - 
Q#186 - 2KWNA	specific	277005	60	105	1.18934e-22	85.5131	cd15530	PHD2_d4	 - 	cl22851
Q#188 - 2KWOA	superfamily	328929	3	59	9.35699e-32	109.39	cl22851	PHD_SF superfamily	 - 	 - 
Q#188 - 2KWOA	specific	277005	60	105	1.18934e-22	85.5131	cd15530	PHD2_d4	 - 	cl22851
Q#190 - 2L11A	specific	306815	3	52	1.42306e-13	59.5733	pfam00385	Chromo	 - 	cl17459
Q#192 - 2L12A	specific	306815	5	54	5.1933e-11	53.0249	pfam00385	Chromo	 - 	cl17459
Q#194 - 2L1BA	specific	306815	5	54	5.1933e-11	53.0249	pfam00385	Chromo	 - 	cl17459
Q#196 - 2L3RA	specific	314940	11	161	5.72242e-94	272.928	pfam12148	TTD	 - 	cl13567
Q#198 - 2L75A	specific	277007	11	53	1.65243e-17	70.0019	cd15532	PHD2_CHD_II	 - 	cl22851
Q#200 - 2LBMA	specific	277252	13	116	6.06248e-45	145.526	cd11726	ADDz_ATRX	 - 	cl28890
Q#202 - 2LGGA	specific	277088	20	66	1.00845e-20	78.856	cd15616	PHD_UHRF1	 - 	cl22851
Q#204 - 2LGKA	specific	277088	20	66	1.00845e-20	78.856	cd15616	PHD_UHRF1	 - 	cl22851
Q#206 - 2LVMA	superfamily	321999	4	123	1.9629e-88	256.087	cl02573	TUDOR superfamily	 - 	 - 
Q#208 - 2MNZA	specific	277076	6	51	3.51065e-21	79.2253	cd15603	PHD1_KDM5B	 - 	cl22851
Q#210 - 2NDFA	specific	308783	32	112	9.27687e-34	116.059	pfam03366	YEATS	 - 	cl19881
Q#212 - 2NDGA	specific	308783	32	112	9.27687e-34	116.059	pfam03366	YEATS	 - 	cl19881
Q#214 - 2O9KA	specific	238121	16	310	1.01357e-102	306.569	cd00200	WD40	 - 	cl25539
Q#216 - 2O9KC	specific	238121	16	310	1.01357e-102	306.569	cd00200	WD40	 - 	cl25539
Q#218 - 2OD2A	specific	238699	40	291	5.9335e-134	383.52	cd01408	SIRT1	 - 	cl00195
Q#220 - 2OD7A	specific	238699	40	291	1.99614e-135	387.372	cd01408	SIRT1	 - 	cl00195
Q#222 - 2OD9A	specific	238699	40	291	1.99614e-135	387.372	cd01408	SIRT1	 - 	cl00195
Q#224 - 2OQ6A	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#224 - 2OQ6A	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#225 - 2OQ6B	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#225 - 2OQ6B	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#228 - 2OS2A	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#228 - 2OS2A	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#229 - 2OS2B	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#229 - 2OS2B	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#232 - 2OT7A	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#232 - 2OT7A	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#233 - 2OT7B	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#233 - 2OT7B	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#236 - 2OX0A	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#236 - 2OX0A	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#237 - 2OX0B	specific	202224	197	313	2.42512e-49	164.776	pfam02373	JmjC	 - 	cl21464
Q#237 - 2OX0B	specific	128818	35	77	1.46146e-15	71.1398	smart00545	JmjN	 - 	cl15840
Q#240 - 2P0WA	specific	313593	8	170	2.00778e-61	196.23	pfam10394	Hat1_N	 - 	cl11056
Q#241 - 2P0WB	specific	313593	8	170	2.00778e-61	196.23	pfam10394	Hat1_N	 - 	cl11056
Q#244 - 2P5BA	specific	202224	177	293	2.2162e-49	164.391	pfam02373	JmjC	 - 	cl21464
Q#244 - 2P5BA	specific	128818	15	57	1.61367e-15	70.7546	smart00545	JmjN	 - 	cl15840
Q#245 - 2P5BB	specific	202224	177	293	2.2162e-49	164.391	pfam02373	JmjC	 - 	cl21464
Q#245 - 2P5BB	specific	128818	15	57	1.61367e-15	70.7546	smart00545	JmjN	 - 	cl15840
Q#246 - 2P5BI	superfamily	329044	1	21	7.30001e-08	43.7401	cl23735	H4 superfamily	C	 - 
Q#247 - 2P5BJ	superfamily	329044	1	21	7.30001e-08	43.7401	cl23735	H4 superfamily	C	 - 
Q#248 - 2PNXA	superfamily	331088	4	54	1.46201e-26	98.4707	cl26267	ING superfamily	N	 - 
Q#250 - 2PNXC	superfamily	331088	4	54	1.46201e-26	98.4707	cl26267	ING superfamily	N	 - 
Q#252 - 2PQWA	specific	214723	118	214	4.4969e-44	148.937	smart00561	MBT	 - 	cl17705
Q#252 - 2PQWA	specific	214723	226	318	5.32794e-44	148.937	smart00561	MBT	 - 	cl17705
Q#252 - 2PQWA	specific	214723	10	107	7.36316e-43	145.855	smart00561	MBT	 - 	cl17705
Q#254 - 2PUYA	specific	276998	7	49	1.50061e-19	75.1246	cd15523	PHD_PHF21A	 - 	cl22851
Q#255 - 2PUYB	specific	276998	7	49	1.50061e-19	75.1246	cd15523	PHD_PHF21A	 - 	cl22851
Q#257 - 2PVCA	superfamily	333710	47	169	1.24649e-81	248.999	cl28890	FYVE_like_SF superfamily	 - 	 - 
Q#258 - 2PVCB	superfamily	333710	47	169	1.24649e-81	248.999	cl28890	FYVE_like_SF superfamily	 - 	 - 
Q#259 - 2PVCC	superfamily	333710	47	169	1.24649e-81	248.999	cl28890	FYVE_like_SF superfamily	 - 	 - 
Q#263 - 2PXJA	specific	202224	174	290	3.06226e-49	163.621	pfam02373	JmjC	 - 	cl21464
Q#263 - 2PXJA	specific	128818	12	54	1.72832e-15	70.3694	smart00545	JmjN	 - 	cl15840
Q#264 - 2PXJB	specific	202224	174	290	3.06226e-49	163.621	pfam02373	JmjC	 - 	cl21464
Q#264 - 2PXJB	specific	128818	12	54	1.72832e-15	70.3694	smart00545	JmjN	 - 	cl15840
Q#265 - 2PXJI	superfamily	329044	1	21	7.30001e-08	43.7401	cl23735	H4 superfamily	C	 - 
Q#266 - 2PXJJ	superfamily	329044	1	21	7.30001e-08	43.7401	cl23735	H4 superfamily	C	 - 
Q#267 - 2Q8CA	specific	202224	177	293	2.2162e-49	164.391	pfam02373	JmjC	 - 	cl21464
Q#267 - 2Q8CA	specific	128818	15	57	1.61367e-15	70.7546	smart00545	JmjN	 - 	cl15840
Q#268 - 2Q8CB	specific	202224	177	293	2.2162e-49	164.391	pfam02373	JmjC	 - 	cl21464
Q#268 - 2Q8CB	specific	128818	15	57	1.61367e-15	70.7546	smart00545	JmjN	 - 	cl15840
Q#271 - 2Q8DA	specific	202224	177	293	2.2162e-49	164.391	pfam02373	JmjC	 - 	cl21464
Q#271 - 2Q8DA	specific	128818	15	57	1.61367e-15	70.7546	smart00545	JmjN	 - 	cl15840
Q#272 - 2Q8DB	specific	202224	177	293	2.2162e-49	164.391	pfam02373	JmjC	 - 	cl21464
Q#272 - 2Q8DB	specific	128818	15	57	1.61367e-15	70.7546	smart00545	JmjN	 - 	cl15840
Q#273 - 2Q8DF	superfamily	329044	1	16	0.00182175	31.7989	cl23735	H4 superfamily	C	 - 
Q#274 - 2Q8DG	superfamily	329044	1	16	0.00182175	31.7989	cl23735	H4 superfamily	C	 - 
Q#275 - 2Q8EA	specific	202224	177	293	2.2162e-49	164.391	pfam02373	JmjC	 - 	cl21464
Q#275 - 2Q8EA	specific	128818	15	57	1.61367e-15	70.7546	smart00545	JmjN	 - 	cl15840
Q#276 - 2Q8EB	specific	202224	177	293	2.2162e-49	164.391	pfam02373	JmjC	 - 	cl21464
Q#276 - 2Q8EB	specific	128818	15	57	1.61367e-15	70.7546	smart00545	JmjN	 - 	cl15840
Q#277 - 2Q8EF	superfamily	329044	1	16	0.00182175	31.7989	cl23735	H4 superfamily	C	 - 
Q#278 - 2Q8EG	superfamily	329044	1	16	0.00182175	31.7989	cl23735	H4 superfamily	C	 - 
Q#279 - 2QICA	superfamily	331088	1	58	1.12974e-27	101.552	cl26267	ING superfamily	N	 - 
Q#281 - 2QQFA	specific	238699	40	291	1.99614e-135	387.372	cd01408	SIRT1	 - 	cl00195
Q#283 - 2QQGA	specific	238699	40	291	1.99614e-135	387.372	cd01408	SIRT1	 - 	cl00195
Q#285 - 2QQSA	specific	197660	62	117	2.08895e-11	56.128	smart00333	TUDOR	 - 	cl02573
Q#285 - 2QQSA	specific	197660	4	60	3.40724e-10	52.6612	smart00333	TUDOR	 - 	cl02573
Q#286 - 2QQSB	specific	197660	62	117	2.08895e-11	56.128	smart00333	TUDOR	 - 	cl02573
Q#286 - 2QQSB	specific	197660	4	60	3.40724e-10	52.6612	smart00333	TUDOR	 - 	cl02573
Q#289 - 2R0YA	specific	227408	11	281	7.47131e-47	164.208	COG5076	COG5076	C	cl02556
Q#291 - 2RFIA	specific	214614	145	267	2.89984e-38	133.614	smart00317	SET	 - 	cl02566
Q#291 - 2RFIA	specific	309948	33	137	4.66914e-27	103.251	pfam05033	Pre-SET	 - 	cl02622
Q#292 - 2RFIB	specific	214614	145	267	2.89984e-38	133.614	smart00317	SET	 - 	cl02566
Q#292 - 2RFIB	specific	309948	33	137	4.66914e-27	103.251	pfam05033	Pre-SET	 - 	cl02622
Q#295 - 2RHIA	specific	214723	126	222	3.65692e-44	149.707	smart00561	MBT	 - 	cl17705
Q#295 - 2RHIA	specific	214723	234	326	4.51667e-44	149.707	smart00561	MBT	 - 	cl17705
Q#295 - 2RHIA	specific	214723	18	115	5.79855e-43	146.626	smart00561	MBT	 - 	cl17705
Q#297 - 2RI7A	specific	99941	72	172	2.50933e-58	180.828	cd05509	Bromo_gcn5_like	 - 	cl02556
Q#297 - 2RI7A	specific	277035	10	56	3.78401e-28	101.654	cd15560	PHD2_3_BPTF	 - 	cl22851
Q#299 - 2RJEA	specific	214723	118	214	4.04239e-44	149.322	smart00561	MBT	 - 	cl17705
Q#299 - 2RJEA	specific	214723	226	318	4.89078e-44	148.937	smart00561	MBT	 - 	cl17705
Q#299 - 2RJEA	specific	214723	10	107	6.45569e-43	146.241	smart00561	MBT	 - 	cl17705
Q#300 - 2RJEB	specific	214723	118	214	4.04239e-44	149.322	smart00561	MBT	 - 	cl17705
Q#300 - 2RJEB	specific	214723	226	318	4.89078e-44	148.937	smart00561	MBT	 - 	cl17705
Q#300 - 2RJEB	specific	214723	10	107	6.45569e-43	146.241	smart00561	MBT	 - 	cl17705
