Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#25 - 3TU4B	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#26 - 3TU4C	specific	185399	1	129	2.88901e-68	205.364	PTZ00017	PTZ00017	 - 	cl25693
Q#27 - 3TU4D	specific	197718	24	120	2.32305e-51	160.76	smart00427	H2B	 - 	cl23830
Q#28 - 3TU4E	specific	185400	1	135	5.88537e-86	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#29 - 3TU4F	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#30 - 3TU4G	specific	185399	1	129	2.88901e-68	205.364	PTZ00017	PTZ00017	 - 	cl25693
Q#31 - 3TU4H	specific	197718	24	120	2.32305e-51	160.76	smart00427	H2B	 - 	cl23830
Q#34 - 3TU4K	specific	240071	5	189	2.54041e-67	208.809	cd04720	BAH_Orc1p_Yeast	 - 	cl02608
Q#35 - 3TU4L	specific	240071	5	189	2.54041e-67	208.809	cd04720	BAH_Orc1p_Yeast	 - 	cl02608
Q#36 - 4JJNA	specific	185400	1	135	1.21459e-78	232.103	PTZ00018	PTZ00018	 - 	cl23735
Q#37 - 4JJNB	specific	185397	17	100	4.59386e-44	141.415	PTZ00015	PTZ00015	 - 	cl25876
Q#38 - 4JJNC	specific	185399	17	130	6.30593e-67	202.282	PTZ00017	PTZ00017	 - 	cl25693
Q#39 - 4JJND	specific	197718	30	126	2.26517e-49	156.138	smart00427	H2B	 - 	cl23830
Q#40 - 4JJNE	specific	185400	1	135	1.21459e-78	232.103	PTZ00018	PTZ00018	 - 	cl23735
Q#41 - 4JJNF	specific	185397	17	100	4.59386e-44	141.415	PTZ00015	PTZ00015	 - 	cl25876
Q#42 - 4JJNG	specific	185399	17	130	6.30593e-67	202.282	PTZ00017	PTZ00017	 - 	cl25693
Q#43 - 4JJNH	specific	197718	30	126	2.26517e-49	156.138	smart00427	H2B	 - 	cl23830
Q#46 - 4JJNK	specific	240071	5	189	5.88911e-67	213.047	cd04720	BAH_Orc1p_Yeast	 - 	cl02608
Q#47 - 4JJNL	specific	240071	5	189	5.88911e-67	213.047	cd04720	BAH_Orc1p_Yeast	 - 	cl02608
Q#48 - 4KUDA	specific	185400	1	136	6.58051e-80	235.569	PTZ00018	PTZ00018	 - 	cl23735
Q#49 - 4KUDB	specific	185397	18	101	2.86699e-44	142.185	PTZ00015	PTZ00015	 - 	cl25876
Q#50 - 4KUDC	specific	185399	18	131	4.06134e-67	202.668	PTZ00017	PTZ00017	 - 	cl25693
Q#51 - 4KUDD	specific	197718	31	127	5.78755e-49	154.982	smart00427	H2B	 - 	cl23830
Q#52 - 4KUDE	specific	185400	1	136	6.58051e-80	235.569	PTZ00018	PTZ00018	 - 	cl23735
Q#53 - 4KUDF	specific	185397	18	101	2.86699e-44	142.185	PTZ00015	PTZ00015	 - 	cl25876
Q#54 - 4KUDG	specific	185399	18	131	4.06134e-67	202.668	PTZ00017	PTZ00017	 - 	cl25693
Q#55 - 4KUDH	specific	197718	31	127	5.78755e-49	154.982	smart00427	H2B	 - 	cl23830
Q#58 - 4KUDK	specific	240071	4	188	3.95721e-67	208.039	cd04720	BAH_Orc1p_Yeast	 - 	cl02608
Q#59 - 4KUDL	specific	240071	4	188	3.95721e-67	208.039	cd04720	BAH_Orc1p_Yeast	 - 	cl02608
Q#60 - 4LD9A	specific	185400	1	136	1.32825e-88	257.526	PTZ00018	PTZ00018	 - 	cl23735
Q#61 - 4LD9B	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#62 - 4LD9C	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#63 - 4LD9D	specific	197718	28	124	2.27044e-52	163.457	smart00427	H2B	 - 	cl23830
Q#64 - 4LD9E	specific	185400	1	136	1.32825e-88	257.526	PTZ00018	PTZ00018	 - 	cl23735
Q#65 - 4LD9F	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#66 - 4LD9G	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#67 - 4LD9H	specific	197718	28	124	2.27044e-52	163.457	smart00427	H2B	 - 	cl23830
Q#70 - 4LD9K	specific	240071	5	189	6.04342e-68	210.35	cd04720	BAH_Orc1p_Yeast	 - 	cl02608
Q#71 - 4LD9L	specific	240071	5	189	6.04342e-68	210.35	cd04720	BAH_Orc1p_Yeast	 - 	cl02608
Q#72 - 4R8PA	specific	185400	1	135	5.88537e-86	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#73 - 4R8PB	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#74 - 4R8PC	specific	185399	1	129	2.88901e-68	205.364	PTZ00017	PTZ00017	 - 	cl25693
Q#75 - 4R8PD	specific	197718	24	120	2.32305e-51	160.76	smart00427	H2B	 - 	cl23830
Q#76 - 4R8PE	specific	185400	1	135	5.88537e-86	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#77 - 4R8PF	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#78 - 4R8PG	specific	185399	1	129	2.88901e-68	205.364	PTZ00017	PTZ00017	 - 	cl25693
Q#79 - 4R8PH	specific	197718	24	120	2.32305e-51	160.76	smart00427	H2B	 - 	cl23830
Q#82 - 4R8PK	specific	319650	13	66	5.40128e-28	99.3085	cd16736	RING-HC_PCGF4	 - 	cl17238
Q#83 - 4R8PL	superfamily	320784	123	267	8.54927e-83	248.511	cl00154	UBCc superfamily	 - 	 - 
Q#83 - 4R8PL	specific	319654	47	93	9.21515e-25	95.128	cd16740	RING-HC_RING2	 - 	cl17238
Q#84 - 4R8PM	specific	319650	13	66	5.40128e-28	99.3085	cd16736	RING-HC_PCGF4	 - 	cl17238
Q#85 - 4R8PN	superfamily	320784	123	267	8.54927e-83	248.511	cl00154	UBCc superfamily	 - 	 - 
Q#85 - 4R8PN	specific	319654	47	93	9.21515e-25	95.128	cd16740	RING-HC_RING2	 - 	cl17238
Q#86 - 4X23A	superfamily	329044	1	93	4.56046e-65	195.894	cl23735	H4 superfamily	N	 - 
Q#87 - 4X23B	specific	185397	1	77	2.12114e-43	138.719	PTZ00015	PTZ00015	N	cl25876
Q#88 - 4X23C	specific	185399	1	102	4.38482e-68	203.823	PTZ00017	PTZ00017	 - 	cl25693
Q#89 - 4X23D	superfamily	329110	1	90	1.57756e-53	165.634	cl23830	Histone superfamily	N	 - 
Q#90 - 4X23E	superfamily	329044	1	93	4.56046e-65	195.894	cl23735	H4 superfamily	N	 - 
Q#91 - 4X23F	specific	185397	1	77	2.12114e-43	138.719	PTZ00015	PTZ00015	N	cl25876
Q#92 - 4X23G	specific	185399	1	102	4.38482e-68	203.823	PTZ00017	PTZ00017	 - 	cl25693
Q#93 - 4X23H	superfamily	329110	1	90	1.57756e-53	165.634	cl23830	Histone superfamily	N	 - 
Q#96 - 4X23K	superfamily	329044	1	93	4.56046e-65	195.894	cl23735	H4 superfamily	N	 - 
Q#97 - 4X23L	specific	185397	1	77	2.12114e-43	138.719	PTZ00015	PTZ00015	N	cl25876
Q#98 - 4X23M	specific	185399	1	102	4.38482e-68	203.823	PTZ00017	PTZ00017	 - 	cl25693
Q#99 - 4X23N	superfamily	329110	1	90	1.57756e-53	165.634	cl23830	Histone superfamily	N	 - 
Q#100 - 4X23O	superfamily	329044	1	93	4.56046e-65	195.894	cl23735	H4 superfamily	N	 - 
Q#101 - 4X23P	specific	185397	1	77	2.12114e-43	138.719	PTZ00015	PTZ00015	N	cl25876
Q#102 - 4X23Q	specific	185399	1	102	4.38482e-68	203.823	PTZ00017	PTZ00017	 - 	cl25693
Q#103 - 4X23R	superfamily	329110	1	90	1.57756e-53	165.634	cl23830	Histone superfamily	N	 - 
Q#110 - 4ZUXA	specific	185400	1	136	4.00162e-87	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#111 - 4ZUXB	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#112 - 4ZUXC	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#113 - 4ZUXD	specific	197718	25	121	1.68596e-51	161.145	smart00427	H2B	 - 	cl23830
Q#114 - 4ZUXE	specific	185400	1	136	4.00162e-87	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#115 - 4ZUXF	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#116 - 4ZUXG	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#117 - 4ZUXH	specific	197718	25	121	1.68596e-51	161.145	smart00427	H2B	 - 	cl23830
Q#120 - 4ZUXK	specific	185400	1	136	4.00162e-87	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#121 - 4ZUXL	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#122 - 4ZUXM	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#123 - 4ZUXN	specific	197718	25	121	1.68596e-51	161.145	smart00427	H2B	 - 	cl23830
Q#124 - 4ZUXO	specific	185400	1	136	4.00162e-87	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#125 - 4ZUXP	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#126 - 4ZUXQ	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#127 - 4ZUXR	specific	197718	25	121	1.68596e-51	161.145	smart00427	H2B	 - 	cl23830
Q#130 - 4ZUXU	specific	239125	139	467	1.62636e-161	464.153	cd02660	Peptidase_C19D	 - 	cl02553
Q#130 - 4ZUXU	specific	307999	47	109	1.0022e-11	61.5365	pfam02148	zf-UBP	 - 	cl09957
Q#131 - 4ZUXV	specific	313401	10	89	2.42229e-24	89.913	pfam10163	EnY2	 - 	cl10860
Q#132 - 4ZUXW	specific	285427	67	99	1.4001e-14	63.7549	pfam08209	Sgf11	 - 	cl07007
Q#133 - 4ZUXX	specific	176398	1	76	9.5751e-50	153.872	cd01803	Ubiquitin	 - 	cl00155
Q#135 - 4ZUXZ	specific	239125	139	467	1.62636e-161	464.153	cd02660	Peptidase_C19D	 - 	cl02553
Q#135 - 4ZUXZ	specific	307999	47	109	1.0022e-11	61.5365	pfam02148	zf-UBP	 - 	cl09957
Q#136 - 4ZUXa	specific	313401	10	89	2.42229e-24	89.913	pfam10163	EnY2	 - 	cl10860
Q#137 - 4ZUXb	specific	285427	67	99	1.4001e-14	63.7549	pfam08209	Sgf11	 - 	cl07007
Q#138 - 4ZUXc	specific	176398	1	76	9.5751e-50	153.872	cd01803	Ubiquitin	 - 	cl00155
Q#140 - 4ZUXe	specific	239125	139	467	1.62636e-161	464.153	cd02660	Peptidase_C19D	 - 	cl02553
Q#140 - 4ZUXe	specific	307999	47	109	1.0022e-11	61.5365	pfam02148	zf-UBP	 - 	cl09957
Q#141 - 4ZUXf	specific	313401	10	89	2.42229e-24	89.913	pfam10163	EnY2	 - 	cl10860
Q#142 - 4ZUXg	specific	285427	67	99	1.4001e-14	63.7549	pfam08209	Sgf11	 - 	cl07007
Q#143 - 4ZUXh	specific	176398	1	76	9.5751e-50	153.872	cd01803	Ubiquitin	 - 	cl00155
Q#145 - 4ZUXj	specific	239125	139	467	1.62636e-161	464.153	cd02660	Peptidase_C19D	 - 	cl02553
Q#145 - 4ZUXj	specific	307999	47	109	1.0022e-11	61.5365	pfam02148	zf-UBP	 - 	cl09957
Q#146 - 4ZUXk	specific	313401	10	89	2.42229e-24	89.913	pfam10163	EnY2	 - 	cl10860
Q#147 - 4ZUXl	specific	285427	67	99	1.4001e-14	63.7549	pfam08209	Sgf11	 - 	cl07007
Q#148 - 4ZUXm	specific	176398	1	76	9.5751e-50	153.872	cd01803	Ubiquitin	 - 	cl00155
Q#150 - 5E5AA	specific	185400	1	136	4.00162e-87	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#151 - 5E5AB	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#152 - 5E5AC	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#153 - 5E5AD	specific	197718	25	121	1.68596e-51	161.145	smart00427	H2B	 - 	cl23830
Q#154 - 5E5AE	specific	185400	1	136	4.00162e-87	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#155 - 5E5AF	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#156 - 5E5AG	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#157 - 5E5AH	specific	197718	25	121	1.68596e-51	161.145	smart00427	H2B	 - 	cl23830
Q#161 - 5GTCA	specific	185400	4	139	1.22985e-89	260.222	PTZ00018	PTZ00018	 - 	cl23735
Q#162 - 5GTCB	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#163 - 5GTCC	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#164 - 5GTCD	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#165 - 5GTCE	specific	185400	4	139	1.22985e-89	260.222	PTZ00018	PTZ00018	 - 	cl23735
Q#166 - 5GTCF	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#167 - 5GTCG	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#168 - 5GTCH	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#172 - 5HQ2A	specific	185400	1	135	5.88537e-86	250.592	PTZ00018	PTZ00018	 - 	cl23735
Q#173 - 5HQ2B	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#174 - 5HQ2G	specific	185399	1	129	2.88901e-68	205.364	PTZ00017	PTZ00017	 - 	cl25693
Q#175 - 5HQ2H	specific	197718	24	120	2.32305e-51	160.76	smart00427	H2B	 - 	cl23830
Q#178 - 5HQ2K	specific	227511	2	478	0	551.366	COG5184	ATS1	 - 	cl27697
Q#179 - 5HQ2M	specific	214614	74	191	2.31565e-28	105.109	smart00317	SET	 - 	cl02566
Q#180 - 5KGFA	specific	185400	1	136	1.32825e-88	257.526	PTZ00018	PTZ00018	 - 	cl23735
Q#181 - 5KGFB	specific	177669	1	103	2.45347e-52	162.694	PLN00035	PLN00035	 - 	cl25876
Q#182 - 5KGFC	specific	185399	1	130	1.43281e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#183 - 5KGFD	specific	197718	28	124	8.09447e-52	162.301	smart00427	H2B	 - 	cl23830
Q#184 - 5KGFE	specific	185400	1	136	1.32825e-88	257.526	PTZ00018	PTZ00018	 - 	cl23735
Q#185 - 5KGFF	specific	177669	1	103	2.45347e-52	162.694	PLN00035	PLN00035	 - 	cl25876
Q#186 - 5KGFG	specific	185399	1	130	1.43281e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#187 - 5KGFH	specific	197718	28	124	8.09447e-52	162.301	smart00427	H2B	 - 	cl23830
Q#192 - 5KGFM	specific	176398	1	76	9.5751e-50	153.872	cd01803	Ubiquitin	 - 	cl00155
Q#193 - 5KGFO	specific	176398	1	76	9.5751e-50	153.872	cd01803	Ubiquitin	 - 	cl00155
Q#194 - 5MLUA	superfamily	329044	1	97	3.71321e-66	194.738	cl23735	H4 superfamily	N	 - 
Q#195 - 5MLUB	specific	185397	1	82	1.21163e-44	142.185	PTZ00015	PTZ00015	 - 	cl25876
Q#196 - 5MLUC	specific	185399	3	105	5.05433e-69	202.282	PTZ00017	PTZ00017	 - 	cl25693
Q#197 - 5MLUD	superfamily	329110	1	93	9.86678e-55	165.249	cl23830	Histone superfamily	 - 	 - 
Q#198 - 5MLUE	superfamily	329044	1	97	3.71321e-66	194.738	cl23735	H4 superfamily	N	 - 
Q#199 - 5MLUF	specific	185397	1	82	1.21163e-44	142.185	PTZ00015	PTZ00015	 - 	cl25876
Q#200 - 5MLUG	specific	185399	3	105	5.05433e-69	202.282	PTZ00017	PTZ00017	 - 	cl25693
Q#201 - 5MLUH	superfamily	329110	1	94	1.70323e-54	164.478	cl23830	Histone superfamily	 - 	 - 
Q#204 - 5MLUM	superfamily	281293	1	17	6.27381e-05	35.5512	cl26624	Gag_spuma superfamily	N	 - 
Q#205 - 5O9GA	specific	185400	1	136	4.00162e-87	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#206 - 5O9GB	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#207 - 5O9GC	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#208 - 5O9GD	specific	197718	25	121	1.68596e-51	161.145	smart00427	H2B	 - 	cl23830
Q#209 - 5O9GE	specific	185400	1	136	4.00162e-87	253.674	PTZ00018	PTZ00018	 - 	cl23735
Q#210 - 5O9GF	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#211 - 5O9GG	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#212 - 5O9GH	specific	197718	25	121	2.98921e-53	161.916	smart00427	H2B	 - 	cl23830
Q#215 - 5O9GW	superfamily	331286	363	961	1.02517e-158	510.883	cl26465	SNF2_N superfamily	C	 - 
Q#215 - 5O9GW	specific	316429	1368	1460	1.98307e-36	135.81	pfam13907	DUF4208	 - 	cl16467
Q#215 - 5O9GW	specific	306815	286	341	6.78789e-13	66.8921	pfam00385	Chromo	 - 	cl17459
Q#215 - 5O9GW	specific	212558	1175	1204	1.67397e-06	48.3323	cd11660	SANT_TRF	C	cl21498
Q#215 - 5O9GW	specific	237991	208	248	0.000133601	42.6363	cd00024	CHROMO	N	cl17459
Q#216 - 5X0XA	specific	185400	1	136	1.32825e-88	257.526	PTZ00018	PTZ00018	 - 	cl23735
Q#217 - 5X0XB	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#218 - 5X0XC	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#219 - 5X0XD	specific	197718	27	123	2.43688e-52	163.457	smart00427	H2B	 - 	cl23830
Q#220 - 5X0XE	specific	185400	1	136	1.32825e-88	257.526	PTZ00018	PTZ00018	 - 	cl23735
Q#221 - 5X0XF	specific	177669	1	103	1.13367e-52	163.465	PLN00035	PLN00035	 - 	cl25876
Q#222 - 5X0XG	specific	185399	1	130	4.71839e-69	207.29	PTZ00017	PTZ00017	 - 	cl25693
Q#223 - 5X0XH	specific	197718	27	123	2.43688e-52	163.457	smart00427	H2B	 - 	cl23830
Q#226 - 5X0XO	superfamily	331286	93	632	0	545.936	cl26465	SNF2_N superfamily	C	 - 
Q#226 - 5X0XO	specific	317068	624	704	8.97024e-20	83.4831	pfam14619	SnAC	 - 	cl20592
Q#227 - 5X0YA	specific	185400	1	135	1.9973e-87	254.444	PTZ00018	PTZ00018	 - 	cl23735
Q#228 - 5X0YB	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#229 - 5X0YC	specific	185399	1	129	2.88901e-68	205.364	PTZ00017	PTZ00017	 - 	cl25693
Q#230 - 5X0YD	specific	197718	24	120	2.32305e-51	160.76	smart00427	H2B	 - 	cl23830
Q#231 - 5X0YE	specific	185400	1	135	1.9973e-87	254.444	PTZ00018	PTZ00018	 - 	cl23735
Q#232 - 5X0YF	specific	177669	1	102	9.9094e-52	161.154	PLN00035	PLN00035	 - 	cl25876
Q#233 - 5X0YG	specific	185399	1	129	2.88901e-68	205.364	PTZ00017	PTZ00017	 - 	cl25693
Q#234 - 5X0YH	specific	197718	24	120	2.32305e-51	160.76	smart00427	H2B	 - 	cl23830
Q#237 - 5X0YO	superfamily	331286	93	632	0	545.936	cl26465	SNF2_N superfamily	C	 - 
Q#237 - 5X0YO	specific	317068	624	704	8.97024e-20	83.4831	pfam14619	SnAC	 - 	cl20592
Q#240 - 6A5LA	specific	259848	15	854	0	1482.01	cd02733	RNAP_II_RPB1_N	 - 	cl19114
Q#240 - 6A5LA	specific	132720	1037	1449	0	750.189	cd02584	RNAP_II_Rpb1_C	 - 	cl25425
Q#240 - 6A5LA	specific	309914	874	1058	8.04265e-93	300.932	pfam04992	RNA_pol_Rpb1_6	 - 	cl04878
Q#240 - 6A5LA	superfamily	330317	1633	1739	3.04086e-11	68.4044	cl25496	Herpes_BLLF1 superfamily	NC	 - 
Q#240 - 6A5LA	superfamily	331285	1523	1735	0.000252043	46.0849	cl26464	Atrophin-1 superfamily	N	 - 
Q#241 - 6A5LB	superfamily	331952	18	1216	0	1249.47	cl27131	RNA_pol_Rpb2_7 superfamily	 - 	 - 
Q#242 - 6A5LC	specific	132909	5	265	1.44213e-136	391.196	cd07031	RNAP_II_RPB3	 - 	cl11409
Q#243 - 6A5LD	superfamily	321085	18	185	5.45749e-31	112.004	cl00638	RNA_pol_Rpb4 superfamily	 - 	 - 
Q#244 - 6A5LE	superfamily	321228	1	213	2.45617e-76	232.096	cl00883	RNA_pol_Rpb5_C superfamily	 - 	 - 
Q#245 - 6A5LF	specific	177755	70	155	5.15167e-43	141.93	PLN00152	PLN00152	N	cl14651
Q#246 - 6A5LG	specific	224020	1	171	3.75968e-55	175.175	COG1095	RPB7	 - 	cl04309
Q#247 - 6A5LH	specific	309116	8	145	1.58278e-61	188.794	pfam03870	RNA_pol_Rpb8	 - 	cl02716
Q#248 - 6A5LI	specific	224510	3	112	9.96512e-28	100.223	COG1594	RPB9	 - 	cl02609
Q#249 - 6A5LJ	specific	215034	1	70	7.51854e-35	115.624	PLN00032	PLN00032	 - 	cl00712
Q#250 - 6A5LK	specific	132902	13	105	2.60295e-32	111.53	cd06926	RNAP_II_RPB11	 - 	cl11409
Q#251 - 6A5LL	specific	128906	29	72	9.93117e-13	58.1347	smart00659	RPOLCX	 - 	cl00874
Q#255 - 6A5La	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#256 - 6A5Lb	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#257 - 6A5Lc	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#258 - 6A5Ld	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#259 - 6A5Le	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#260 - 6A5Lf	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#261 - 6A5Lg	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
Q#262 - 6A5Lh	specific	197718	31	127	1.28262e-52	164.227	smart00427	H2B	 - 	cl23830
Q#263 - 6A5OA	specific	259848	15	854	0	1482.01	cd02733	RNAP_II_RPB1_N	 - 	cl19114
Q#263 - 6A5OA	specific	132720	1037	1449	0	750.189	cd02584	RNAP_II_Rpb1_C	 - 	cl25425
Q#263 - 6A5OA	specific	309914	874	1058	8.04265e-93	300.932	pfam04992	RNA_pol_Rpb1_6	 - 	cl04878
Q#263 - 6A5OA	superfamily	330317	1633	1739	3.04086e-11	68.4044	cl25496	Herpes_BLLF1 superfamily	NC	 - 
Q#263 - 6A5OA	superfamily	331285	1523	1735	0.000252043	46.0849	cl26464	Atrophin-1 superfamily	N	 - 
Q#264 - 6A5OB	superfamily	331952	18	1216	0	1249.47	cl27131	RNA_pol_Rpb2_7 superfamily	 - 	 - 
Q#265 - 6A5OC	specific	132909	5	265	1.44213e-136	391.196	cd07031	RNAP_II_RPB3	 - 	cl11409
Q#266 - 6A5OD	superfamily	321085	18	185	5.45749e-31	112.004	cl00638	RNA_pol_Rpb4 superfamily	 - 	 - 
Q#267 - 6A5OE	superfamily	321228	1	213	2.45617e-76	232.096	cl00883	RNA_pol_Rpb5_C superfamily	 - 	 - 
Q#268 - 6A5OF	specific	177755	70	155	5.15167e-43	141.93	PLN00152	PLN00152	N	cl14651
Q#269 - 6A5OG	specific	224020	1	171	3.75968e-55	175.175	COG1095	RPB7	 - 	cl04309
Q#270 - 6A5OH	specific	309116	8	145	1.58278e-61	188.794	pfam03870	RNA_pol_Rpb8	 - 	cl02716
Q#271 - 6A5OI	specific	224510	3	112	9.96512e-28	100.223	COG1594	RPB9	 - 	cl02609
Q#272 - 6A5OJ	specific	215034	1	70	7.51854e-35	115.624	PLN00032	PLN00032	 - 	cl00712
Q#273 - 6A5OK	specific	132902	13	105	2.60295e-32	111.53	cd06926	RNAP_II_RPB11	 - 	cl11409
Q#274 - 6A5OL	specific	128906	29	72	9.93117e-13	58.1347	smart00659	RPOLCX	 - 	cl00874
Q#278 - 6A5Oa	specific	185400	4	139	6.05322e-89	258.681	PTZ00018	PTZ00018	 - 	cl23735
Q#279 - 6A5Ob	specific	177669	4	106	5.64093e-53	164.62	PLN00035	PLN00035	 - 	cl25876
Q#280 - 6A5Oc	specific	185399	4	133	1.96004e-68	206.134	PTZ00017	PTZ00017	 - 	cl25693
