								
p16104	Histone H2AX	H2A	Homo sapiens	6	p17693	HLA class I histocompatibility antigen, alpha chain G	MHC_I	Homo sapiens
p0c0s8	Histone H2A type 1	H2A	Homo sapiens	7	p55201	Peregrin	Bromo_brd1_like	Homo sapiens
o75367	Core histone macro-H2A.1	H2A	Homo sapiens	7	o43791	Speckle-type POZ protein	MATH_SPOP	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	7	p17693	HLA class I histocompatibility antigen, alpha chain G	MHC_I	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	8	q8nem0	Microcephalin	BRCT	Homo sapiens
p0c0s8	Histone H2A type 1	H2A	Homo sapiens	8	p55201	Peregrin	Bromo_brd1_like	Homo sapiens
o75367	Core histone macro-H2A.1	H2A	Homo sapiens	8	o43791	Speckle-type POZ protein	MATH_SPOP	Homo sapiens
q9btm1	Histone H2A.J	H2A	Homo sapiens	8	q9uqr0	Sex comb on midleg-like protein 2	MBT	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	8	p17693	HLA class I histocompatibility antigen, alpha chain G	MHC_I	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	8	q6zw49	PAX-interacting protein 1	RTT107_BRCT_5	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	9	q8nem0	Microcephalin	BRCT	Homo sapiens
p0c0s8	Histone H2A type 1	H2A	Homo sapiens	9	p55201	Peregrin	Bromo_brd1_like	Homo sapiens
o75367	Core histone macro-H2A.1	H2A	Homo sapiens	9	o43791	Speckle-type POZ protein	MATH_SPOP	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	9	p17693	HLA class I histocompatibility antigen, alpha chain G	MHC_I	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	9	q6zw49	PAX-interacting protein 1	RTT107_BRCT_5	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	10	q8nem0	Microcephalin	BRCT	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	10	q6zw49	PAX-interacting protein 1	BRCT	Homo sapiens
p0c0s8	Histone H2A type 1	H2A	Homo sapiens	10	p55201	Peregrin	Bromo_brd1_like	Homo sapiens
o75367	Core histone macro-H2A.1	H2A	Homo sapiens	10	o43791	Speckle-type POZ protein	MATH_SPOP	Homo sapiens
p16104	Histone H2AX	H2A	Homo sapiens	10	q6zw49	PAX-interacting protein 1	RTT107_BRCT_5	Homo sapiens
o75367	Core histone macro-H2A.1	H2A	Homo sapiens	11	o43791	Speckle-type POZ protein	MATH_SPOP	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	11	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
o75367	Core histone macro-H2A.1	H2A	Homo sapiens	12	o43791	Speckle-type POZ protein	MATH_SPOP	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	12	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
o75367	Core histone macro-H2A.1	H2A	Homo sapiens	13	o43791	Speckle-type POZ protein	MATH_SPOP	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	13	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	14	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	16	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	17	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	20	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	28	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	29	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	30	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	31	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	32	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	33	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	34	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	35	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	57	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	63	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	65	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	66	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	67	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	69	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	70	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	73	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	74	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	80	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	83	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	84	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p0c0s5	Histone H2A.Z	H2A	Homo sapiens	86	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	1	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	1	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	2	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	2	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	2	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	2	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	3	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	3	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	3	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	3	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	4	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	4	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	4	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	4	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	5	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	5	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	5	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	5	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	6	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	6	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	7	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	7	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	7	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	7	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	8	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	8	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	8	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	8	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	9	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	9	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	9	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	9	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	9	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	10	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	10	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	10	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	10	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	10	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	11	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	11	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	11	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	11	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	11	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	12	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	12	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	12	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	12	p13760	HLA class II histocompatibility antigen, DRB1-4 beta chain	MHC_II_beta	Homo sapiens
q96a08	Histone H2B type 1-A	H2B	Homo sapiens	13	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	13	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
q8n257	Histone H2B type 3-B	H2B	Homo sapiens	14	p01903	HLA class II histocompatibility antigen, DR alpha chain	MHC_II_alpha	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	24	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	25	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	26	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	27	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	28	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	29	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	30	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	32	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	35	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	36	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	39	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	59	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	61	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	62	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p06899	Histone H2B type 1-J	H2B	Homo sapiens	92	q15906	Vacuolar protein sorting-associated protein 72 homolog	YL1	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	p63104	14-3-3 protein zeta/delta	14-3-3_beta_zeta	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	p46100	Transcriptional regulator ATRX	ADDz_ATRX	Homo sapiens
p84243	Histone H3.3	H3	Homo sapiens	1	p46100	Transcriptional regulator ATRX	ADDz_ATRX	Homo sapiens
p84243	Histone H3.3	H3	Homo sapiens	1	q9y6k1	DNA (cytosine-5)-methyltransferase 3A	ADDz_Dnmt3a	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	o15392	Baculoviral IAP repeat-containing protein 5	BIR	Homo sapiens
	N-TERMINAL FRAGMENT OF HISTONE H3	H3		1	o15392	Baculoviral IAP repeat-containing protein 5	BIR	Homo sapiens
	N-terminal fragment of histone H3	H3		1	o15392	Baculoviral IAP repeat-containing protein 5	BIR	Homo sapiens
q71di3	Histone H3.2	H3	Homo sapiens	1	p55201	Peregrin	BR140_related	Homo sapiens
	Histone H3(1-21)K4Ac	H3	Homo sapiens	1	q6pl18	ATPase family AAA domain-containing protein 2	Bromo_AAA	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q03164	Histone-lysine N-methyltransferase 2A	Bromo_ALL-1	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	o14646	Chromodomain-helicase-DNA-binding protein 1	Chromo	Homo sapiens
	H3 peptide	H3		1	p07711	Cathepsin L1	Peptidase_C1	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q9btc0	Death-inducer obliterator 1	PHD_DIDO1_like	Homo sapiens
p84243	Histone H3.3	H3	Homo sapiens	1	q8izd2	Inactive histone-lysine N-methyltransferase 2E	PHD_MLL5	Homo sapiens
	H3K4Me3 peptide	H3		1	o75151	Lysine-specific demethylase PHF2	PHD_PHF2	Homo sapiens
	Histone H3	H3		1	q96bd5	PHD finger protein 21A	PHD_PHF21A	Homo sapiens
	HISTONE H3 TAIL	H3	Homo sapiens	1	q9y3y4	Pygopus homolog 1	PHD_PYGO1	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q9y3y4	Pygopus homolog 1	PHD_PYGO1	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q5vwg9	Transcription initiation factor TFIID subunit 3	PHD_TAF3	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	p23497	Nuclear autoantigen Sp-100	PHD_TIF1_like	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q9upn9	E3 ubiquitin-protein ligase TRIM33	PHD_TIF1gamma	Homo sapiens
	Histone H3 peptide	H3	Homo sapiens	1	q96t88	E3 ubiquitin-protein ligase UHRF1	PHD_UHRF1	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q96t88	E3 ubiquitin-protein ligase UHRF1	PHD_UHRF1	Homo sapiens
p84243	Histone H3.3	H3	Homo sapiens	1	q96t88	E3 ubiquitin-protein ligase UHRF1	PHD_UHRF1	Homo sapiens
	histone H3 peptide	H3		1	q96t88	E3 ubiquitin-protein ligase UHRF1	PHD_UHRF1	Homo sapiens
	H3K4me0	H3		1	q9ugl1	Lysine-specific demethylase 5B	PHD1_KDM5B	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q12830	Nucleosome-remodeling factor subunit BPTF	PHD2_3_BPTF	Homo sapiens
	Histone H3(1-15)K4me2 peptide	H3		1	q12830	Nucleosome-remodeling factor subunit BPTF	PHD2_3_BPTF	Homo sapiens
	histone H3, N-terminal	H3		1	q12830	Nucleosome-remodeling factor subunit BPTF	PHD2_3_BPTF	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q14839	Chromodomain-helicase-DNA-binding protein 4	PHD2_CHD_II	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q92784	Zinc finger protein DPF3	PHD2_d4	Homo sapiens
k7emv3	Histone H3	H3	Homo sapiens	1	q92794	Histone acetyltransferase KAT6A	PHD2_KAT6A_6B	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q92794	Histone acetyltransferase KAT6A	PHD2_KAT6A_6B	Homo sapiens
q92133	Histone H3	H3	Homo sapiens	1	p29375	Lysine-specific demethylase 5A	PHD3_KDM5A	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q03164	Histone-lysine N-methyltransferase 2A	PHD3_KMT2A	Homo sapiens
p84243	Histone H3.3	H3	Homo sapiens	1	q9bz95	Histone-lysine N-methyltransferase NSD3	PHD5_NSD3	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q9byw2	Histone-lysine N-methyltransferase SETD2	SET	Homo sapiens
p84243	Histone H3.3	H3	Homo sapiens	1	q9byw2	Histone-lysine N-methyltransferase SETD2	SET	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q8wts6	Histone-lysine N-methyltransferase SETD7	SET	Homo sapiens
q5tec6	Histone H3	H3	Homo sapiens	1	q9y657	Spindlin-1	Spin-Ssty	Homo sapiens
q71di3	Histone H3.2	H3	Homo sapiens	1	q9y657	Spindlin-1	Spin-Ssty	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q9bpz2	Spindlin-2B	Spin-Ssty	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q56a73	Spindlin-4	Spin-Ssty	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	o75164	Lysine-specific demethylase 4A	TUDOR	Homo sapiens
q6txq4	H3L-like histone	H3	Homo sapiens	1	o43189	PHD finger protein 1	TUDOR	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q5t6s3	PHD finger protein 19	TUDOR	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	p61964	WD repeat-containing protein 5	WD40	Homo sapiens
	H3 HISTONE	H3		1	p61964	WD repeat-containing protein 5	WD40	Homo sapiens
	Histone H3	H3		1	p61964	WD repeat-containing protein 5	WD40	Homo sapiens
	Histone H3 K4-Me 9-residue peptide	H3		1	p61964	WD repeat-containing protein 5	WD40	Homo sapiens
	Histone H3 K4-Me2 9-residue peptide	H3		1	p61964	WD repeat-containing protein 5	WD40	Homo sapiens
	Histone H3 K4-Me3 9-residue peptide	H3		1	p61964	WD repeat-containing protein 5	WD40	Homo sapiens
	histone H3 lys-4 dimethylated	H3		1	p61964	WD repeat-containing protein 5	WD40	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	p42568	Protein AF-9	YEATS	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	1	q14149	MORC family CW-type zinc finger protein 3	zf-CW	Homo sapiens
p84243	Histone H3.3	H3	Homo sapiens	1	q14149	MORC family CW-type zinc finger protein 3	zf-CW	Homo sapiens
a8k4y7	Histone H3	H3	Homo sapiens	1	q9h0m4	Zinc finger CW-type PWWP domain protein 1	zf-CW	Homo sapiens
p84243	Histone H3.3	H3	Homo sapiens	1	q504y3	Zinc finger CW-type PWWP domain protein 2	zf-CW	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	2	p63104	14-3-3 protein zeta/delta	14-3-3_beta_zeta	Homo sapiens
p68431	Histone H3.1	H3	Homo sapiens	2	p46100	Transcriptional regulator ATRX	ADDz_ATRX	Homo sapiens
p84243	Histone H3.3	H3	Homo sapiens	2	p46100	Transcriptional regulator ATRX	ADDz_ATRX	Homo sapiens
